<?xml version="1.0" encoding="UTF-8"?>Title| MMSID| ISSN | ISSN 
Journal of cognitive psychotherapy [electronic resource].|99157828070001452|08898391|08898391|
Journal of colloid and interface science.|99161967503901452|00219797|00219797|
Journal of commercial biotechnology.|99157882770001452|14628732|14628732|
Journal of communication disorders.|99158433530001452|00219924|00219924|
Journal of communications.|99152245910001452|17962021|17962021|
Journal of community genetics.|99161958020101452|1868310X|1868310X|
Journal of community health [electronic resource].|99158209390001452|00945145|00945145|
Journal of community health nursing.|99157828300001452|07370016|07370016|
Journal of community nursing.|99158191940001452|02634465|02634465|
Journal of comparative effectiveness research.|99161956247801452|20426305|20426305|
Journal of comparative pathology [electronic resource].|99161967661401452|00219975|00219975|
Journal of comparative physiology. A, Neuroethology, sensory, neural, and behavioral physiology [electronic resource].|99158515350001452|03407594|03407594|
Journal of comparative physiology. B, Biochemical, systemic, and environmental physiology [electronic resource].|99158515120001452|01741578|01741578|
Journal of comparative psychology.|99158253450001452|07357036|07357036|
Journal of computational biology [electronic resource].|99157751800001452|10665277|10665277|
Journal of computational chemistry [electronic resource].|99157828270001452|01928651|01928651|
Journal of computational neuroscience [electronic resource].|99158514950001452|09295313|09295313|
Journal of computational surgery.|99161785759201452|21943990|21943990|
Journal of computer assisted tomography [electronic resource].|99158507450001452|03638715|03638715|
Journal of computer security [electronic resource].|99157828110001452|0926227X|0926227X|
Journal of computer-aided molecular design [electronic resource].|99157828660001452|0920654X|0920654X|
Journal of consulting and clinical psychology.|99158253910001452|0022006X|0022006X|
Journal of contaminant hydrology [electronic resource].|99161967406901452|01697722|01697722|
Journal of contemporary brachytherapy.|99157395240001452|1689832X|1689832X|
Journal of contemporary psychotherapy [electronic resource].|99158516310001452|00220116|00220116|
Journal of controlled release [electronic resource].|99161967500001452|01683659|01683659|
Journal of correctional health care.|99158501080001452|10783458|10783458|
Journal of cosmetic and laser therapy [electronic resource].|99157827590001452|14764172|14764172|
Journal of cosmetic dermatology [electronic resource].|99157829000001452|14732130|14732130|
Journal of counseling psychology [electronic resource].|99158253270001452|00220167|00220167|
Journal of cranio-maxillofacial surgery [electronic resource].|99158436570001452|10105182|10105182|
Journal of craniovertebral junction &amp; spine [electronic resource].|99157388620001452|09748237|09748237|
Journal of critical care [electronic resource].|99158432930001452|08839441|08839441|
Journal of cross-cultural gerontology [electronic resource].|99157829020001452|01693816|01693816|
Journal of cultural diversity.|99157827600001452|10715568|10715568|
Journal of current glaucoma practice.|99161937758001452|09740333|09740333|
Journal of cutaneous and aesthetic surgery.|99157365350001452|09745157|09745157|
Journal of cutaneous medicine and surgery.|99158483770001452|12034754|12034754|
Journal of cutaneous pathology [electronic resource].|99157828010001452|03036987|03036987|
Journal of cystic fibrosis [electronic resource].|99158433380001452|15691993|15691993|
Journal of dairy science.|99157516550001452|00220302|00220302|
Journal of dance medicine &amp; science : official publication of the International Association for Dance Medicine &amp; Science.|99158222050001452|1089313X|1089313X|
Journal of deaf studies and deaf education.|99157492220001452|10814159|10814159|
Journal of dental education.|99157514570001452|00220337|00220337|
Journal of dental hygiene.|99158193330001452|1043254X|1043254X|
Journal of dental research [electronic resource] / International Association for Dental Research, and American Association for Dental Research.|99157752060001452|00220345|00220345|
Journal of dental sciences.|99158434630001452|19917902|19917902|
Journal of dentistry for children.|99158476290001452|15518949|15518949|
Journal of dentistry.|99158434640001452|03005712|03005712|
Journal of dermatological case reports [electronic resource].|99157851890001452|18987249|18987249|
Journal of dermatological science [electronic resource].|99158432660001452|09231811|09231811|
Journal of dermatological treatment [electronic resource].|99157829410001452|09546634|09546634|
Journal of developmental &amp; behavioral pediatrics [electronic resource].|99158506950001452|0196206X|0196206X|
Journal of developmental origins of health and disease [electronic resource].|99161948358301452|20401744|20401744|
Journal of diabetes and its complications [electronic resource].|99158432500001452|10568727|10568727|
Journal of diabetes investigation : JDI.|99159702960001452|20401116|20401116|
Journal of diabetes research.|99157412450001452|23146745|23146745|
Journal of diabetes.|99157842390001452|17530393|17530393|
Journal of diagnostic medical sonography [electronic resource].|99158520560001452|87564793|87564793|
Journal of dietary supplements.|99158210780001452|19390211|19390211|
Journal of digestive diseases [electronic resource].|99157849830001452|17512972|17512972|
Journal of digital imaging [electronic resource].|99158191400001452|08971889|08971889|
Journal of drug delivery science and technology.|99161967522901452|17732247|17732247|
Journal of drug delivery.|99157398050001452|20903014|20903014|
Journal of drug education [electronic resource].|99158423820001452|00472379|00472379|
Journal of drug targeting.|99157828930001452|1061186X|1061186X|
Journal of dual diagnosis.|99161950127101452|15504263|15504263|
Journal of e-governance [electronic resource].|99158175800001452|18787673|18787673|
Journal of economic entomology [electronic resource].|99158440770001452|00220493|00220493|
Journal of ecophysiology &amp; occupational health.|991618233201452|09724397|09724397|
Journal of elder abuse &amp; neglect [electronic resource].|99158512710001452|08946566|08946566|
Journal of electrocardiology [electronic resource].|99158434320001452|00220736|00220736|
Journal of electromyography and kinesiology [electronic resource].|99158434810001452|10506411|10506411|
Journal of emergencies, trauma and shock.|99157367400001452|0974519X|0974519X|
Journal of emergency medicine, trauma &amp; acute care : JEMTAC.|99157769860001452|19997086|19997086|
Journal of emergency nursing.|99161967508401452|00991767|00991767|
Journal of emergency primary health care.|99157610370001452|14474999|14474999|
Journal of empirical research on human research ethics.|99158291080001452|15562646|15562646|
Journal of endocrinological investigation.|99160537060001452|03914097|03914097|
Journal of endocrinology [electronic resource].|99157650390001452|00220795|00220795|
Journal of endodontics.|99158434460001452|00992399|00992399|
Journal of endourology.|99157770330001452|08927790|08927790|
Journal of endovascular therapy [electronic resource] : an official journal of the International Society of Endovascular Specialists.|99157566410001452|15266028|15266028|
Journal of environmental and public health.|99157380950001452|16879805|16879805|
Journal of environmental biology / Academy of Environmental Biology, India.|99157388870001452|02548704|02548704|
Journal of environmental health.|99157827310001452|00220892|00220892|
Journal of environmental management [electronic resource].|99161967524001452|03014797|03014797|
Journal of environmental quality [electronic resource] : JEQ.|99158484040001452|00472425|00472425|
Journal of environmental radioactivity [electronic resource].|99161967426301452|0265931X|0265931X|
Journal of environmental science and health. Part B, Pesticides, food contaminants, and agricultural wastes [electronic resource].|99157826150001452|03601234|03601234|
Journal of environmental sciences (China).|99161967470901452|10010742|10010742|
Journal of enzyme inhibition and medicinal chemistry.|99157825480001452|14756366|14756366|
Journal of epidemiology / Japan Epidemiological Association.|99157413520001452|09175040|09175040|
Journal of epidemiology and community health.|99157228680001452|0143005X|0143005X|
Journal of epidemiology and global health.|99158434370001452|22106006|22106006|
Journal of epilepsy and clinical neurophysiology|99157347500001452|16762649|16762649|
Journal of epithelial biology &amp; pharmacology.|99157217250001452|18750443|18750443|
Journal of esthetic and restorative dentistry.|99158336660001452|14964155|14964155|
Journal of ethnicity in substance abuse.|99158513720001452|15332640|15332640|
Journal of ethnobiology and ethnomedicine.|99157229720001452|17464269|17464269|
Journal of ethnopharmacology.|99161967475101452|03788741|03788741|
Journal of evaluation in clinical practice [electronic resource].|99157826890001452|13561294|13561294|
Journal of evidence-based complementary &amp; alternative medicine [electronic resource].|99158519060001452|21565872|21565872|
Journal of evidence-based medicine.|99158526830001452|17565383|17565383|
Journal of evolutionary biology [electronic resource].|99157780260001452|1010061X|1010061X|
Journal of excipients and food chemicals.|99157388930001452|21502668|21502668|
Journal of exercise science and fitness.|99158433600001452|1728869X|1728869X|
Journal of experimental and integrative medicine.|99157406070001452|13094572|13094572|
Journal of experimental biology.|99157650230001452|00220949|00220949|
Journal of experimental botany [electronic resource].|99157516270001452|00220957|00220957|
Journal of experimental child psychology [electronic resource].|99161967660401452|00220965|00220965|
Journal of experimental nanoscience.|99157826970001452|17458080|17458080|
Journal of experimental psychology. Animal learning and cognition.|99161784261701452|23298456|23298456|
Journal of experimental psychology. Applied [electronic resource].|99157900170001452|1076898X|1076898X|
Journal of experimental psychology. General.|99158253060001452|00963445|00963445|
Journal of experimental psychology. Human perception and performance.|99157881710001452|00961523|00961523|
Journal of experimental psychology. Learning, memory, and cognition.|99157900980001452|02787393|02787393|
Journal of experimental therapeutics and oncology.|99157825460001452|13594117|13594117|
Journal of experimental zoology. Part A, Ecological genetics and physiology.|99158525600001452|19325223|19325223|
